起始时刻,结束时刻,记录数,原始开始索引,原始结束索引,总秒数,怠速秒数,加速秒数,匀速秒数,减速秒数
2017-11-05 18:45:11,2017-11-05 18:47:29,139,63033,63171,139,99,15,8,17
2017-11-05 18:47:29,2017-11-05 18:50:43,195,63171,63365,195,11,76,36,72
2017-11-05 18:51:02,2017-11-05 18:53:42,161,63384,63544,161,4,61,31,65
2017-11-05 18:53:49,2017-11-05 18:56:35,86,63551,63636,86,17,31,16,22
2017-11-05 18:56:59,2017-11-05 18:57:21,23,63660,63682,23,6,6,3,8
2017-11-05 18:57:21,2017-11-05 18:58:34,74,63682,63755,74,22,17,14,21
2017-11-05 18:58:45,2017-11-05 18:59:28,44,63766,63809,44,32,3,4,5
2017-11-05 19:00:32,2017-11-05 19:01:00,29,63873,63901,29,18,7,0,4
2017-11-05 19:01:00,2017-11-05 19:01:21,22,63901,63922,22,2,10,5,5
2017-11-05 19:01:21,2017-11-05 19:01:54,34,63922,63955,34,20,5,4,5
2017-11-05 19:02:06,2017-11-05 19:02:47,42,63967,64008,42,6,13,9,14
2017-11-05 19:02:55,2017-11-05 19:05:35,161,64016,64176,161,3,65,41,52
2017-11-05 19:05:35,2017-11-05 19:12:12,307,64176,64482,307,36,118,58,95
2017-11-05 19:12:12,2017-11-05 19:12:35,24,64482,64505,24,3,6,6,9
2017-11-05 19:12:35,2017-11-05 19:12:58,24,64505,64528,24,5,5,9,5
2017-11-05 19:12:58,2017-11-05 19:15:30,151,64528,64678,151,2,69,20,60
2017-11-05 19:15:30,2017-11-05 19:17:35,126,64678,64803,126,12,41,29,44
2017-11-05 19:17:35,2017-11-05 19:18:56,82,64803,64884,82,16,20,17,29
2017-11-05 19:18:56,2017-11-05 19:20:01,66,64884,64949,66,3,27,13,23
2017-11-05 19:20:07,2017-11-05 19:22:17,131,64955,65085,131,16,48,30,37
2017-11-05 19:22:22,2017-11-05 19:23:26,65,65090,65154,65,30,20,4,11
2017-11-05 19:23:26,2017-11-05 19:24:33,68,65154,65221,68,23,22,5,18
2017-11-05 19:24:33,2017-11-05 19:27:28,176,65221,65396,176,44,61,23,48
2017-11-05 19:27:28,2017-11-05 19:28:43,76,65396,65471,76,27,26,6,17
2017-11-05 19:28:43,2017-11-05 19:36:08,234,65471,65704,234,13,86,57,78
2017-11-05 19:39:00,2017-11-05 19:39:44,45,65876,65920,45,3,13,14,15
2017-11-05 19:49:13,2017-11-05 19:51:09,53,65997,66049,53,4,24,4,21
2017-11-05 19:51:18,2017-11-05 19:51:42,25,66058,66082,25,14,1,8,2
2017-11-05 19:52:54,2017-11-05 19:57:29,276,66151,66426,276,3,113,57,103
2017-11-05 19:57:29,2017-11-05 20:00:24,176,66426,66601,176,5,65,48,58
2017-11-05 20:00:29,2017-11-05 20:01:43,75,66606,66680,75,4,27,15,29
2017-11-05 20:01:43,2017-11-05 20:04:06,144,66680,66823,144,99,18,11,16
2017-11-05 20:04:06,2017-11-05 20:04:33,28,66823,66850,28,13,7,3,5
2017-11-05 20:04:45,2017-11-05 20:05:15,31,66862,66892,31,2,13,6,10
2017-11-05 20:05:15,2017-11-05 20:11:42,386,66892,67277,386,109,112,72,93
2017-11-05 20:11:42,2017-11-05 20:13:16,44,67277,67320,44,5,16,7,16
2017-11-05 20:27:46,2017-11-05 20:28:11,26,67864,67889,26,8,6,6,6
2017-11-05 20:30:33,2017-11-05 20:52:16,1237,67906,69142,1237,179,330,437,291
2017-11-05 20:52:16,2017-11-05 20:54:08,56,69142,69197,56,9,32,15,0
2017-11-05 20:54:08,2017-11-05 20:56:50,123,69197,69319,123,13,52,45,13
2017-11-05 20:56:50,2017-11-05 21:02:50,235,69319,69553,235,49,76,55,55
2017-11-05 21:02:50,2017-11-05 21:04:08,79,69553,69631,79,17,33,7,22
2017-11-05 21:04:08,2017-11-05 21:06:30,141,69631,69771,141,9,63,20,49
2017-11-05 21:06:30,2017-11-05 21:07:36,67,69771,69837,67,28,14,5,20
2017-11-05 21:07:55,2017-11-05 21:10:37,161,69856,70016,161,33,60,23,45
2017-11-05 21:25:38,2017-11-05 21:26:38,61,70120,70180,61,24,18,7,12
2017-11-05 21:27:41,2017-11-05 21:29:06,86,70243,70328,86,4,42,12,28
2017-11-05 21:29:06,2017-11-05 21:33:32,147,70328,70474,147,16,58,36,37
2017-11-05 22:47:03,2017-11-05 22:48:10,68,70597,70664,68,31,16,7,14
2017-11-05 22:48:15,2017-11-05 22:48:38,24,70669,70692,24,3,6,4,11
2017-11-05 22:48:38,2017-11-05 22:49:57,80,70692,70771,80,47,16,3,14
2017-11-05 22:50:12,2017-11-05 22:56:06,290,70786,71075,290,6,103,91,90
2017-11-05 22:56:06,2017-11-05 22:58:53,168,71075,71242,168,53,49,29,37
2017-11-05 22:58:53,2017-11-05 23:04:36,282,71242,71523,282,68,73,72,69
2017-11-05 23:06:09,2017-11-05 23:06:48,35,71563,71597,35,2,3,8,22
2017-11-05 23:06:48,2017-11-05 23:08:03,76,71597,71672,76,30,17,8,21
2017-11-05 23:08:03,2017-11-05 23:08:37,35,71672,71706,35,3,13,3,16
2017-11-05 23:08:37,2017-11-05 23:09:51,75,71706,71780,75,10,34,13,18
2017-11-05 23:09:51,2017-11-05 23:10:15,25,71780,71804,25,20,1,0,4
2017-11-05 23:10:18,2017-11-05 23:11:57,100,71807,71906,100,5,45,14,36
2017-11-05 23:11:57,2017-11-05 23:13:31,53,71906,71958,53,5,28,10,10
2017-11-05 23:13:31,2017-11-05 23:14:58,88,71958,72045,88,1,37,18,32
2017-11-05 23:15:22,2017-11-05 23:16:44,79,72069,72147,79,13,28,9,29
2017-11-05 23:17:23,2017-11-05 23:18:38,76,72186,72261,76,6,32,14,24
2017-11-05 23:18:38,2017-11-05 23:20:42,123,72261,72383,123,72,20,15,16
2017-11-05 23:22:07,2017-11-05 23:24:46,151,72468,72618,151,3,62,27,59
2017-11-05 23:24:46,2017-11-05 23:26:45,120,72618,72737,120,64,26,13,17
2017-11-05 23:26:45,2017-11-05 23:32:38,316,72737,73052,316,40,117,64,95
2017-11-05 23:32:38,2017-11-05 23:34:23,102,73052,73153,102,12,44,20,26
2017-11-05 23:34:23,2017-11-05 23:38:03,221,73153,73373,221,66,62,40,53
2017-11-05 23:38:03,2017-11-05 23:41:20,198,73373,73570,198,21,66,47,64
2017-11-05 23:42:09,2017-11-05 23:44:40,152,73619,73770,152,35,51,29,37
2017-11-05 23:44:40,2017-11-05 23:45:05,26,73770,73795,26,4,10,1,11
2017-11-05 23:45:05,2017-11-05 23:51:17,371,73795,74165,371,20,150,76,125
2017-11-06 08:39:12,2017-11-06 08:39:57,44,74738,74781,44,8,9,16,11
2017-11-06 08:40:38,2017-11-06 08:41:20,43,74822,74864,43,22,6,5,10
2017-11-06 08:41:34,2017-11-06 08:43:46,133,74878,75010,133,31,49,16,37
2017-11-06 08:43:54,2017-11-06 08:44:24,31,75018,75048,31,9,7,4,11
2017-11-06 08:44:52,2017-11-06 08:45:13,22,75076,75097,22,2,8,5,7
2017-11-06 08:45:29,2017-11-06 08:47:51,143,75113,75255,143,7,33,60,43
2017-11-06 08:47:51,2017-11-06 08:48:19,29,75255,75283,29,21,3,1,4
2017-11-06 08:48:19,2017-11-06 08:48:41,23,75283,75305,23,5,2,14,2
2017-11-06 08:48:41,2017-11-06 08:49:45,65,75305,75369,65,9,18,23,15
2017-11-06 08:49:45,2017-11-06 08:50:31,33,75369,75401,33,3,11,8,11
2017-11-06 08:50:37,2017-11-06 08:52:07,79,75407,75485,79,4,25,17,33
2017-11-06 08:53:02,2017-11-06 08:58:47,245,75529,75773,245,3,80,90,72
2017-11-06 08:58:58,2017-11-06 09:01:52,160,75780,75939,160,2,54,43,61
2017-11-06 09:01:52,2017-11-06 09:04:08,137,75939,76075,137,16,64,19,38
2017-11-06 09:04:08,2017-11-06 09:06:09,122,76075,76196,122,36,39,10,37
2017-11-06 09:06:09,2017-11-06 09:09:16,188,76196,76383,188,88,43,21,36
2017-11-06 09:09:44,2017-11-06 09:10:04,21,76411,76431,21,2,3,14,2
2017-11-06 09:10:28,2017-11-06 09:11:05,38,76455,76492,38,14,3,17,4
2017-11-06 09:11:05,2017-11-06 09:16:39,271,76492,76762,271,4,114,54,99
2017-11-06 09:16:49,2017-11-06 09:23:42,220,76772,76991,220,16,87,42,75
2017-11-06 09:25:43,2017-11-06 09:26:06,24,77112,77135,24,2,2,18,2
2017-11-06 09:26:21,2017-11-06 09:27:17,57,77150,77206,57,2,24,9,22
2017-11-06 09:27:32,2017-11-06 09:35:48,438,77221,77658,438,26,165,126,121
2017-11-06 09:35:48,2017-11-06 09:37:08,81,77658,77738,81,6,40,17,18
2017-11-06 09:37:12,2017-11-06 09:38:10,59,77742,77800,59,21,17,10,11
2017-11-06 09:38:10,2017-11-06 09:39:30,27,77800,77826,27,12,0,5,10
2017-11-06 09:39:30,2017-11-06 09:40:43,72,77826,77897,72,35,25,4,8
2017-11-06 09:40:43,2017-11-06 09:42:35,113,77897,78009,113,64,24,6,19
2017-11-06 09:42:35,2017-11-06 09:43:11,36,78009,78044,36,17,7,3,9
2017-11-06 09:43:11,2017-11-06 09:43:44,34,78044,78077,34,11,14,1,8
2017-11-06 09:43:44,2017-11-06 09:46:25,162,78077,78238,162,95,35,5,27
2017-11-06 09:46:25,2017-11-06 09:47:16,52,78238,78289,52,6,21,5,20
2017-11-06 09:47:16,2017-11-06 09:48:14,59,78289,78347,59,20,22,5,12
2017-11-06 09:48:14,2017-11-06 09:49:27,74,78347,78420,74,36,22,1,15
2017-11-06 09:49:27,2017-11-06 09:51:18,112,78420,78531,112,37,32,9,34
2017-11-06 09:51:18,2017-11-06 09:51:58,41,78531,78571,41,25,7,1,8
2017-11-06 09:52:16,2017-11-06 09:53:28,73,78589,78661,73,9,34,10,20
2017-11-06 09:53:28,2017-11-06 09:57:39,248,78661,78908,248,56,99,24,69
2017-11-06 09:57:50,2017-11-06 09:58:34,45,78919,78963,45,12,14,2,17
2017-11-06 09:58:55,2017-11-06 09:59:57,62,78984,79045,62,7,24,10,21
2017-11-06 09:59:57,2017-11-06 10:02:17,141,79045,79185,141,45,39,22,35
2017-11-06 10:02:17,2017-11-06 10:03:52,96,79185,79280,96,44,28,7,17
2017-11-06 10:03:52,2017-11-06 10:07:46,232,79280,79511,232,127,52,22,31
2017-11-06 10:07:46,2017-11-06 10:09:10,85,79511,79595,85,5,36,16,28
2017-11-06 10:09:10,2017-11-06 10:11:32,93,79595,79687,93,11,42,12,28
2017-11-06 10:11:49,2017-11-06 10:12:36,48,79704,79751,48,19,17,5,7
2017-11-06 10:12:47,2017-11-06 10:13:14,28,79762,79789,28,12,5,5,6
2017-11-06 10:13:14,2017-11-06 10:15:59,164,79789,79952,164,7,61,34,62
2017-11-06 10:15:59,2017-11-06 10:17:39,27,79952,79978,27,21,2,3,1
2017-11-06 10:17:39,2017-11-06 10:18:11,33,79978,80010,33,5,8,12,8
2017-11-06 10:20:14,2017-11-06 10:20:39,26,80133,80158,26,9,9,3,5
2017-11-06 10:20:44,2017-11-06 10:24:49,210,80163,80372,210,3,104,29,74
2017-11-06 11:24:09,2017-11-06 11:27:41,213,80726,80938,213,81,53,33,46
2017-11-06 11:27:41,2017-11-06 11:32:46,304,80938,81241,304,6,133,57,108
2017-11-06 11:32:46,2017-11-06 11:35:13,144,81241,81384,144,76,40,12,16
2017-11-06 11:35:13,2017-11-06 11:37:23,131,81384,81514,131,80,31,5,15
2017-11-06 11:37:36,2017-11-06 11:43:25,300,81527,81826,300,27,128,53,92
2017-11-06 11:43:25,2017-11-06 11:44:18,53,81826,81878,53,9,12,5,27
2017-11-06 11:44:18,2017-11-06 11:46:01,104,81878,81981,104,9,47,14,34
2017-11-06 11:46:01,2017-11-06 11:49:09,189,81981,82169,189,81,47,11,50
2017-11-06 11:49:09,2017-11-06 11:50:24,76,82169,82244,76,27,21,9,19
2017-11-06 11:50:24,2017-11-06 11:52:45,142,82244,82385,142,9,61,16,56
2017-11-06 11:52:50,2017-11-06 11:53:22,33,82390,82422,33,12,10,2,9
2017-11-06 11:53:25,2017-11-06 11:53:48,24,82425,82448,24,16,4,1,3
2017-11-06 11:53:48,2017-11-06 11:56:28,161,82448,82608,161,23,57,31,50
2017-11-06 11:56:34,2017-11-06 11:58:30,117,82614,82730,117,3,51,23,40
2017-11-06 11:58:30,2017-11-06 11:59:46,77,82730,82806,77,7,28,20,22
2017-11-06 11:59:46,2017-11-06 12:03:26,145,82806,82950,145,35,46,31,33
2017-11-06 12:03:26,2017-11-06 12:05:13,108,82950,83057,108,49,26,14,19
2017-11-06 12:05:58,2017-11-06 12:07:29,92,83102,83193,92,15,29,15,33
2017-11-06 12:09:07,2017-11-06 12:11:05,74,83291,83364,74,8,39,10,17
2017-11-06 12:11:05,2017-11-06 12:13:24,140,83364,83503,140,48,41,19,32
2017-11-06 12:13:24,2017-11-06 12:15:08,104,83503,83606,104,8,47,9,40
2017-11-06 12:15:08,2017-11-06 12:16:41,94,83606,83699,94,24,32,6,32
2017-11-06 12:17:26,2017-11-06 12:22:28,24,83744,83767,24,7,3,12,2
2017-11-06 12:22:28,2017-11-06 12:33:23,360,83767,84126,360,59,105,95,101
2017-11-06 12:33:23,2017-11-06 12:34:01,39,84126,84164,39,12,13,4,10
2017-11-06 12:34:01,2017-11-06 12:34:47,47,84164,84210,47,7,20,6,14
2017-11-06 12:34:47,2017-11-06 12:36:34,105,84210,84314,105,31,32,14,28
2017-11-06 12:48:07,2017-11-06 12:50:59,122,84513,84634,122,14,44,32,32
2017-11-06 12:50:59,2017-11-06 12:52:37,99,84634,84732,99,31,32,10,26
2017-11-06 12:52:37,2017-11-06 12:55:30,174,84732,84905,174,19,74,30,51
2017-11-06 12:55:52,2017-11-06 12:56:16,25,84927,84951,25,4,8,5,8
2017-11-06 12:56:16,2017-11-06 13:00:49,57,84951,85007,57,5,13,14,25
2017-11-06 13:01:02,2017-11-06 13:04:02,181,85020,85200,181,3,74,35,69
2017-11-06 13:04:02,2017-11-06 13:14:52,505,85200,85704,505,116,142,133,114
2017-11-06 13:28:10,2017-11-06 13:32:48,279,86046,86324,279,175,44,24,36
2017-11-06 13:32:48,2017-11-06 13:33:29,42,86324,86365,42,32,3,2,5
2017-11-06 13:33:45,2017-11-06 13:34:42,58,86381,86438,58,23,13,7,15
2017-11-06 13:35:36,2017-11-06 13:36:33,24,86492,86515,24,3,7,3,11
2017-11-06 13:39:22,2017-11-06 13:40:06,45,86684,86728,45,3,17,4,21
2017-11-06 13:40:06,2017-11-06 13:42:01,116,86728,86843,116,27,45,11,33
2017-11-06 13:42:01,2017-11-06 13:42:29,27,86843,86869,27,2,11,5,9
2017-11-06 13:42:34,2017-11-06 13:46:54,144,86874,87017,144,4,64,36,40
2017-11-06 13:49:30,2017-11-06 13:50:16,45,87173,87217,45,31,3,10,1
2017-11-06 13:50:16,2017-11-06 13:51:21,66,87217,87282,66,25,19,9,13
2017-11-06 13:56:14,2017-11-06 13:58:54,161,87369,87529,161,119,12,15,15
2017-11-06 13:59:24,2017-11-06 14:01:19,116,87559,87674,116,62,25,10,19
2017-11-06 14:01:19,2017-11-06 14:02:11,53,87674,87726,53,11,15,5,22
2017-11-06 14:02:11,2017-11-06 14:17:12,763,87726,88488,763,116,247,203,197
2017-11-06 14:17:35,2017-11-06 14:18:00,26,88511,88536,26,4,8,7,7
2017-11-06 14:18:00,2017-11-06 14:19:37,98,88536,88633,98,2,43,21,32
2017-11-06 14:19:37,2017-11-06 14:20:52,75,88633,88707,75,4,21,21,29
2017-11-06 14:20:52,2017-11-06 14:21:56,65,88707,88771,65,3,27,10,25
2017-11-06 14:22:01,2017-11-06 14:22:44,44,88776,88819,44,10,13,8,13
2017-11-06 14:22:44,2017-11-06 14:24:42,119,88819,88937,119,21,39,15,44
2017-11-06 14:24:42,2017-11-06 14:25:29,46,88937,88982,46,13,11,10,12
2017-11-06 14:25:29,2017-11-06 14:25:50,22,88982,89003,22,3,3,6,10
2017-11-06 14:25:50,2017-11-06 14:26:26,37,89003,89039,37,21,7,1,8
2017-11-06 14:26:26,2017-11-06 14:26:54,29,89039,89067,29,5,8,7,9
2017-11-06 14:27:31,2017-11-06 14:29:15,105,89104,89208,105,4,37,25,39
2017-11-06 14:29:15,2017-11-06 14:29:41,27,89208,89234,27,21,2,0,4
2017-11-06 14:29:51,2017-11-06 14:31:15,85,89244,89328,85,2,28,19,36
2017-11-06 14:31:15,2017-11-06 14:39:40,461,89328,89788,461,7,209,100,145
2017-11-06 14:39:40,2017-11-06 14:41:06,87,89788,89874,87,20,30,10,27
2017-11-06 14:41:06,2017-11-06 14:43:05,83,89874,89956,83,5,27,21,30
2017-11-06 14:43:05,2017-11-06 14:44:44,100,89956,90055,100,9,29,26,36
2017-11-06 14:47:54,2017-11-06 14:50:06,59,90207,90265,59,11,19,6,23
2017-11-06 14:54:38,2017-11-06 14:59:27,290,90537,90826,290,10,117,74,89
2017-11-06 14:59:27,2017-11-06 15:02:36,187,90826,91012,187,83,37,28,39
2017-11-06 15:02:36,2017-11-06 15:03:29,54,91012,91065,54,4,17,16,17
2017-11-06 15:03:33,2017-11-06 15:04:20,48,91069,91116,48,5,22,7,14
2017-11-06 15:04:20,2017-11-06 15:06:22,123,91116,91238,123,3,50,20,50
2017-11-06 15:08:14,2017-11-06 15:08:57,44,91350,91393,44,12,11,8,13
2017-11-06 15:08:57,2017-11-06 15:09:57,61,91393,91453,61,8,26,11,16
2017-11-06 15:10:13,2017-11-06 15:11:36,84,91469,91552,84,22,28,14,20
2017-11-06 15:11:36,2017-11-06 15:15:37,240,91552,91791,240,71,71,31,67
2017-11-06 15:15:37,2017-11-06 15:16:44,66,91791,91856,66,22,19,13,12
2017-11-06 15:16:44,2017-11-06 15:21:02,258,91856,92113,258,8,112,51,87
2017-11-06 15:21:49,2017-11-06 15:23:18,90,92160,92249,90,48,19,5,18
2017-11-06 15:23:18,2017-11-06 15:24:04,47,92249,92295,47,10,17,8,12
2017-11-06 15:25:20,2017-11-06 15:27:33,129,92371,92499,129,2,45,39,43
2017-11-06 15:27:57,2017-11-06 15:33:02,267,92523,92789,267,3,86,94,84
2017-11-06 15:33:02,2017-11-06 15:33:32,28,92789,92816,28,2,12,4,10
2017-11-06 15:33:32,2017-11-06 15:36:43,136,92816,92951,136,3,37,47,49
2017-11-06 15:37:09,2017-11-06 15:39:16,128,92977,93104,128,3,56,26,43
2017-11-06 15:39:16,2017-11-06 15:40:17,62,93104,93165,62,8,30,6,18
2017-11-06 15:40:28,2017-11-06 15:42:32,109,93176,93284,109,24,38,18,29
2017-11-06 15:42:53,2017-11-06 15:44:06,74,93300,93373,74,4,33,10,27
2017-11-06 15:44:06,2017-11-06 15:48:29,261,93373,93633,261,137,43,24,57
2017-11-06 15:48:29,2017-11-06 15:50:47,139,93633,93771,139,12,47,39,41
2017-11-06 15:50:47,2017-11-06 15:54:37,200,93771,93970,200,62,55,35,48
2017-11-06 15:55:46,2017-11-06 16:00:26,281,94039,94319,281,99,78,48,56
2017-11-06 16:00:26,2017-11-06 16:00:54,29,94319,94347,29,21,2,0,6
2017-11-06 16:01:04,2017-11-06 16:02:50,107,94357,94463,107,3,47,20,37
2017-11-06 16:02:53,2017-11-06 16:03:29,37,94466,94502,37,24,3,8,2
2017-11-06 16:04:03,2017-11-06 16:09:04,205,94536,94740,205,62,46,64,33
2017-11-06 16:09:50,2017-11-06 16:10:36,43,94786,94828,43,18,4,15,6
2017-11-06 16:10:40,2017-11-06 16:14:28,225,94832,95056,225,2,83,67,73
2017-11-06 16:14:28,2017-11-06 16:17:53,145,95056,95200,145,82,19,16,28
2017-11-06 16:18:43,2017-11-06 16:19:15,33,95250,95282,33,13,10,2,8
2017-11-06 16:20:09,2017-11-06 16:22:27,139,95336,95474,139,97,12,15,15
2017-11-06 16:22:27,2017-11-06 16:22:58,32,95474,95505,32,3,14,3,12
2017-11-06 16:22:58,2017-11-06 16:23:40,43,95505,95547,43,4,15,11,13
2017-11-06 16:23:58,2017-11-06 16:24:33,36,95565,95600,36,5,12,6,13
2017-11-06 16:24:59,2017-11-06 16:25:25,27,95626,95652,27,3,11,2,11
2017-11-06 16:25:42,2017-11-06 16:26:57,63,95669,95731,63,46,12,0,5
2017-11-06 16:26:57,2017-11-06 16:31:52,290,95731,96020,290,171,46,31,42
2017-11-06 16:31:52,2017-11-06 16:33:08,73,96020,96092,73,58,5,5,5
2017-11-06 16:33:08,2017-11-06 16:33:41,34,96092,96125,34,4,11,10,9
2017-11-06 16:33:41,2017-11-06 16:35:38,116,96125,96240,116,67,24,9,16
2017-11-06 16:35:55,2017-11-06 16:38:15,141,96257,96397,141,71,31,10,29
2017-11-06 16:38:24,2017-11-06 16:39:01,34,96406,96439,34,3,15,8,8
2017-11-06 16:39:11,2017-11-06 16:43:53,283,96449,96731,283,64,74,67,78
2017-11-06 16:43:53,2017-11-06 16:44:38,46,96731,96776,46,7,11,9,19
2017-11-06 16:44:44,2017-11-06 16:45:49,66,96782,96847,66,4,22,19,21
2017-11-06 16:46:13,2017-11-06 16:47:06,52,96871,96922,52,9,14,8,21
2017-11-06 16:47:06,2017-11-06 16:49:10,125,96922,97046,125,3,40,44,38
2017-11-06 16:49:10,2017-11-06 16:49:42,33,97046,97078,33,3,8,8,14
2017-11-06 16:49:42,2017-11-06 16:50:38,57,97078,97134,57,9,21,18,9
2017-11-06 16:50:38,2017-11-06 16:53:22,165,97134,97298,165,43,63,24,35
2017-11-06 16:53:22,2017-11-06 16:55:20,117,97298,97414,117,72,18,10,17
2017-11-06 16:55:20,2017-11-06 16:56:34,73,97414,97486,73,15,33,6,19
2017-11-06 16:56:34,2017-11-06 16:59:51,198,97486,97683,198,103,47,14,34
2017-11-06 16:59:51,2017-11-06 17:01:59,129,97683,97811,129,51,33,16,29
2017-11-06 17:02:27,2017-11-06 17:03:38,72,97839,97910,72,10,16,23,23
2017-11-06 17:03:38,2017-11-06 17:06:09,152,97910,98061,152,8,48,42,54
2017-11-06 17:06:15,2017-11-06 17:08:58,131,98067,98197,131,40,37,20,34
2017-11-06 17:08:58,2017-11-06 17:11:33,37,98197,98233,37,24,5,4,4
2017-11-06 17:11:33,2017-11-06 17:11:57,25,98233,98257,25,9,1,13,2
2017-11-06 17:11:57,2017-11-06 17:12:29,33,98257,98289,33,15,1,16,1
2017-11-06 17:14:22,2017-11-06 17:15:00,39,98402,98440,39,6,15,2,16
2017-11-06 17:15:00,2017-11-06 17:16:07,68,98440,98507,68,16,26,7,19
2017-11-06 17:16:17,2017-11-06 17:20:14,188,98517,98704,188,44,57,26,61
2017-11-06 17:21:44,2017-11-06 17:23:02,77,98794,98870,77,2,30,12,33
2017-11-06 17:23:02,2017-11-06 17:23:52,51,98870,98920,51,2,21,11,17
2017-11-06 17:24:28,2017-11-06 17:24:56,29,98956,98984,29,23,2,2,2
2017-11-06 17:25:44,2017-11-06 17:26:43,58,99032,99089,58,16,25,8,9
2017-11-06 17:28:19,2017-11-06 17:31:32,194,99185,99378,194,5,95,24,70
2017-11-06 17:31:32,2017-11-06 17:34:32,181,99378,99558,181,11,67,51,52
2017-11-06 17:34:32,2017-11-06 17:35:48,77,99558,99634,77,55,9,7,6
2017-11-06 17:36:51,2017-11-06 17:39:20,149,99696,99844,149,114,17,4,14
2017-11-06 17:39:20,2017-11-06 17:42:28,189,99844,100032,189,47,59,29,54
2017-11-06 17:42:39,2017-11-06 17:45:30,172,100043,100214,172,128,20,10,14
2017-11-06 17:45:30,2017-11-06 17:47:32,121,100214,100334,121,12,57,23,29
2017-11-06 17:47:32,2017-11-06 17:49:30,119,100334,100452,119,23,42,16,38
2017-11-06 17:49:55,2017-11-06 17:50:24,30,100477,100506,30,21,2,4,3
2017-11-06 17:50:24,2017-11-06 17:52:23,116,100506,100621,116,71,13,8,24
2017-11-06 17:52:23,2017-11-06 17:52:58,32,100621,100652,32,7,9,10,6
2017-11-06 17:52:58,2017-11-06 17:53:44,47,100652,100698,47,9,8,21,9
2017-11-06 17:53:44,2017-11-06 17:55:28,105,100698,100802,105,3,39,31,32
2017-11-06 17:55:36,2017-11-06 17:56:55,80,100810,100889,80,5,26,26,23
2017-11-06 17:57:18,2017-11-06 17:58:52,95,100912,101006,95,19,20,34,22
2017-11-06 17:58:52,2017-11-06 17:59:17,26,101006,101031,26,18,3,2,3
2017-11-06 17:59:23,2017-11-06 17:59:44,22,101037,101058,22,2,10,4,6
2017-11-06 17:59:52,2017-11-06 18:00:29,38,101066,101103,38,3,15,8,12
2017-11-06 18:00:29,2017-11-06 18:00:59,31,101103,101133,31,23,4,0,4
2017-11-06 18:00:59,2017-11-06 18:01:23,25,101133,101157,25,11,4,5,5
2017-11-06 18:02:02,2017-11-06 18:02:24,23,101196,101218,23,6,8,5,4
2017-11-06 18:02:38,2017-11-06 18:03:10,33,101232,101264,33,2,14,7,10
2017-11-06 18:03:29,2017-11-06 18:03:53,25,101283,101307,25,17,2,4,2
2017-11-06 18:03:53,2017-11-06 18:04:24,30,101307,101336,30,13,6,3,8
2017-11-06 18:04:24,2017-11-06 18:05:20,57,101336,101392,57,4,18,17,18
2017-11-06 18:05:47,2017-11-06 18:07:32,106,101419,101524,106,45,29,11,21
2017-11-06 18:07:32,2017-11-06 18:08:24,53,101524,101576,53,11,16,8,18
2017-11-06 18:08:24,2017-11-06 18:08:50,27,101576,101602,27,10,7,3,7
2017-11-06 18:08:50,2017-11-06 18:11:31,160,101602,101761,160,63,42,16,39
2017-11-06 18:12:22,2017-11-06 18:12:42,21,101812,101832,21,16,1,3,1
2017-11-06 18:12:42,2017-11-06 18:13:07,26,101832,101857,26,16,2,6,2
2017-11-06 18:13:07,2017-11-06 18:14:24,78,101857,101934,78,4,20,32,22
2017-11-06 18:14:24,2017-11-06 18:16:43,140,101934,102073,140,8,55,26,51
2017-11-06 18:16:56,2017-11-06 18:17:27,28,102086,102113,28,8,4,9,7
2017-11-06 18:17:52,2017-11-06 18:19:19,60,102138,102197,60,3,21,21,15
2017-11-06 18:20:02,2017-11-06 18:21:17,76,102240,102315,76,16,17,29,14
2017-11-06 18:21:17,2017-11-06 18:22:17,61,102315,102375,61,3,17,19,22
2017-11-06 18:22:23,2017-11-06 18:23:47,81,102381,102461,81,8,30,25,18
2017-11-06 18:23:59,2017-11-06 18:24:47,48,102473,102520,48,6,12,9,21
2017-11-06 18:25:07,2017-11-06 18:25:31,25,102540,102564,25,20,1,3,1
2017-11-06 18:26:11,2017-11-06 18:29:24,194,102604,102797,194,33,69,21,71
2017-11-06 18:30:04,2017-11-06 18:31:34,91,102837,102927,91,29,24,19,19
2017-11-06 18:32:55,2017-11-06 18:37:54,267,103008,103274,267,48,55,110,54
2017-11-06 18:37:54,2017-11-06 18:39:40,107,103274,103380,107,7,33,33,34
2017-11-06 18:39:40,2017-11-06 18:46:09,390,103380,103769,390,15,149,71,155
2017-11-06 18:46:09,2017-11-06 18:46:34,26,103769,103794,26,16,3,4,3
2017-11-06 18:46:38,2017-11-06 18:48:41,124,103798,103921,124,6,53,26,39
2017-11-06 18:48:41,2017-11-06 18:49:03,23,103921,103943,23,3,6,6,8
2017-11-06 18:49:03,2017-11-06 18:49:49,47,103943,103989,47,37,1,8,1
2017-11-06 18:49:49,2017-11-06 18:51:06,78,103989,104066,78,6,31,14,27
2017-11-06 18:51:31,2017-11-06 18:52:31,56,104091,104146,56,37,7,5,7
2017-11-06 18:52:31,2017-11-06 18:58:22,352,104146,104497,352,174,64,47,67
2017-11-06 18:58:22,2017-11-06 18:59:52,86,104497,104582,86,8,27,21,30
2017-11-06 18:59:52,2017-11-06 19:01:32,101,104582,104682,101,47,19,13,22
